Name,Photo URL,Latitude,Longitude,Side,Drive Number
IMG_1642.JPG,https://drive.google.com/uc?export=view&id=1iTe6pXNYZlE7E3d5BrvafpDj_xUWRWJk,34.19798333,-118.1581417,Driver,1
IMG_1643.JPG,https://drive.google.com/uc?export=view&id=1HnUcaytxFLwYKHVYrjsT-t1CKSu66sx3,34.19795556,-118.1580583,Driver,1
IMG_4383.jpg,https://drive.google.com/file/d/1IW2cHdSTRRlyZBviEr0kudrkCoi3p6yN/view?usp=drivesdk,34.19791111,-118.1580583,Passenger,1
IMG_4384.jpg,https://drive.google.com/file/d/1yt8CUgM_iDj5uaMRol1dW3C5E23cLt9s/view?usp=drivesdk,34.19788056,-118.1579889,Passenger,1
IMG_1644.JPG,https://drive.google.com/uc?export=view&id=1xFkHmSfXWjiN-c5SeCIn8iEaRZzMs9d9,34.19793056,-118.1579806,Driver,1
IMG_1645.JPG,https://drive.google.com/uc?export=view&id=1kXqxMSy0H-THpDK43pwObL6FPjOkvheQ,34.19790556,-118.1579056,Driver,1
IMG_1646.JPG,https://drive.google.com/uc?export=view&id=1aYcs_9Y_gLUXkP0pGGykmQ4107ses3CX,34.19787778,-118.1578222,Driver,1
IMG_4385.jpg,https://drive.google.com/file/d/12TJ8Vd2LmpxCneqrjtrHcgzP1di_9s7P/view?usp=drivesdk,34.19780278,-118.1577444,Passenger,1
IMG_4386.jpg,https://drive.google.com/file/d/1tSIAy3NQN4POvfqlIh4BIRqX-7KiKWkg/view?usp=drivesdk,34.19780278,-118.1577444,Passenger,1
IMG_1647.JPG,https://drive.google.com/uc?export=view&id=1dWgfuDW1zxAT_4FeARfmHRCa-2JEBJz_,34.19782778,-118.1576694,Driver,1
IMG_1648.JPG,https://drive.google.com/uc?export=view&id=1QGauzUErrGOqVJzCheBU6q3RxJ1TXBTI,34.19780278,-118.1575861,Driver,1
IMG_4387.jpg,https://drive.google.com/file/d/1_OUoJMnNt4jtJdyAXSBK9xywOwjveESq/view?usp=drivesdk,34.19775278,-118.1575861,Passenger,1
IMG_1649.JPG,https://drive.google.com/uc?export=view&id=17Bja7cxE72JoVdaNn82OKgV6GKjWENgd,34.19778611,-118.157525,Driver,1
IMG_4388.jpg,https://drive.google.com/file/d/10fYhAaiW1E8xXMdA0y1pUxterBOp9vvN/view?usp=drivesdk,34.19771944,-118.1574694,Passenger,1
IMG_1650.JPG,https://drive.google.com/uc?export=view&id=1rBlEwb_f8_SXwkc-GaI7nacKEd06YxLm,34.19775,-118.1574167,Driver,1
IMG_1651.JPG,https://drive.google.com/uc?export=view&id=1MeBKrQ7s1nUiJB2eX-P5aEnkKBAAGF8g,34.19773056,-118.1573639,Driver,1
IMG_4389.jpg,https://drive.google.com/file/d/1qvHDC5aPUzZTAyct2efn2nddH8uQlIA8/view?usp=drivesdk,34.19768611,-118.1573639,Passenger,1
IMG_1652.JPG,https://drive.google.com/uc?export=view&id=1Fcbvr7NZFlIHcVmgcyX6npvxU3b7A8IA,34.1977,-118.1572639,Driver,1
IMG_4390.jpg,https://drive.google.com/file/d/1tB_j0Apb6Tvlm89g7X-FxGtPO5BZk0lY/view?usp=drivesdk,34.19765556,-118.1572639,Passenger,1
IMG_1653.JPG,https://drive.google.com/uc?export=view&id=1VtfL2S6i_ky2ffaaqIVrZ06lqHpiPz96,34.19768611,-118.1572111,Driver,1
IMG_1654.JPG,https://drive.google.com/uc?export=view&id=1F4cCghbo2yyLX3hFJh2zETx2qqdjJNKT,34.19766944,-118.1571722,Driver,1
IMG_4391.jpg,https://drive.google.com/file/d/1jBpbWTfDOQizVzdrpouPfi3WIOdPIvpc/view?usp=drivesdk,34.19761944,-118.1571667,Passenger,1
IMG_1655.JPG,https://drive.google.com/uc?export=view&id=1o4eckmd7OKPYaO8Tj-gR0evuI5GKeAVZ,34.19765278,-118.1571111,Driver,1
IMG_1656.JPG,https://drive.google.com/uc?export=view&id=1F1Xz54PoJtrxUW-qH3MHLtlZoAkTOtOn,34.19763611,-118.1570583,Driver,1
IMG_1657.JPG,https://drive.google.com/uc?export=view&id=1MOUVo0T8THODR7BTAy3iKmH30XWYOBTl,34.19761667,-118.1570056,Driver,1
IMG_4392.jpg,https://drive.google.com/file/d/13D4RjteSxkzbVZB4mdv-cVY3_gJvvxzI/view?usp=drivesdk,34.19755278,-118.1569444,Passenger,1
IMG_1658.JPG,https://drive.google.com/uc?export=view&id=1q45WV2ZYTmeK7mYOjbJGikdcTqZ_Zb53,34.19759722,-118.1569361,Driver,1
IMG_4393.jpg,https://drive.google.com/file/d/1FPgBMRFKCvSJNoJlqE6MKfNWHvosUVB0/view?usp=drivesdk,34.19753333,-118.1568833,Passenger,1
IMG_1659.JPG,https://drive.google.com/uc?export=view&id=10deQY0vfIoQwaRvCATE0BB2w6WoRJhaz,34.19756111,-118.1568306,Driver,1
IMG_1660.JPG,https://drive.google.com/uc?export=view&id=1_u9kI85c0x3SDRZefDS7NeislBM2MPCx,34.19753889,-118.1567694,Driver,1
IMG_4394.jpg,https://drive.google.com/file/d/1qqDpX5DrTTvt2b5q3HwIRG5cERBZKsJa/view?usp=drivesdk,34.19748889,-118.1567528,Passenger,1
IMG_1661.JPG,https://drive.google.com/uc?export=view&id=1wJPaFrpp5TWFw072wjwvo4qF7PyrXCoe,34.19751667,-118.1567,Driver,1
IMG_4395.jpg,https://drive.google.com/file/d/1nIo7f4OlhEFQdq-TlIeVNVgdnrAMDhKA/view?usp=drivesdk,34.19744722,-118.1566306,Passenger,1
IMG_1662.JPG,https://drive.google.com/uc?export=view&id=1Osaj4tlTyiIig2QMqALUA5ewOS-EClwu,34.19748056,-118.1565778,Driver,1
IMG_4396.jpg,https://drive.google.com/file/d/1rxqI9YlDw7rw9kvP_NPWP4megPtQO3Rx/view?usp=drivesdk,34.19743056,-118.1565694,Passenger,1
IMG_1663.JPG,https://drive.google.com/uc?export=view&id=1qYCJPvggbtyU_30WlfBvSRB6GYTxflZY,34.19743611,-118.1564472,Driver,1
IMG_1664.JPG,https://drive.google.com/uc?export=view&id=10F6bieXJMDDJaKpmzsQM1j39GrqupSkV,34.19741944,-118.1563806,Driver,1
IMG_4398.jpg,https://drive.google.com/file/d/1btC8V43F8m7rpjIPCWtAUzCUwXexsQaB/view?usp=drivesdk,34.19734167,-118.156325,Passenger,1
IMG_1665.JPG,https://drive.google.com/uc?export=view&id=1oCox_jZhWAmBu3x2SO_i1YOGeHArivL-,34.19739444,-118.1563111,Driver,1
IMG_4399.jpg,https://drive.google.com/file/d/1BYy65Me76k1DzsXRC_w2Zw3karNGa0A_/view?usp=drivesdk,34.19731944,-118.1562583,Passenger,1
IMG_1666.JPG,https://drive.google.com/uc?export=view&id=19j-7xpT4CfU_0MKEx6GOkVvUkqsbiZ3h,34.19737222,-118.1562417,Driver,1
IMG_1667.JPG,https://drive.google.com/uc?export=view&id=1-1KHFlj5oDJNcMvD67XmWXMm82bwUa_o,34.19733611,-118.1561278,Driver,1
IMG_1668.JPG,https://drive.google.com/uc?export=view&id=1buY210dgZn63CIfOlovVojCK_HdGL70U,34.19731389,-118.1560667,Driver,1
IMG_4400.jpg,https://drive.google.com/file/d/1A35u9u7WHIFB9DjPdbgxFX-L9wPY13kn/view?usp=drivesdk,34.19726389,-118.1560667,Passenger,1
IMG_4401.jpg,https://drive.google.com/file/d/1bfFCBNeHQdDPsEJ3vn37BwrUPpsCFDum/view?usp=drivesdk,34.19724722,-118.1560139,Passenger,1
